component,beam_system_id,beam_category,beam_type,span_behavior,manufacturer,material_family,construction_method,section_type,beam_role,unit,beam_length,beam_width,beam_camber,beam_depth,flange_width,web_thickness,fireproofing_depth,load_capacity,moment_capacity,shear_capacity,deflection_rule,max_span,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_column_types,can_be_primary,can_be_secondary,can_be_edge,directly_supports_floor,concrete_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source,notes,shape_key,A_in2,d_in,bf_in,tw_in,Ix_in4,Zx_in3,Sx_in3,rx_in,Iy_in4,Zy_in3,Sy_in3,ry_in,source_standard,source_format,native_unit_system,A_mm2,d_mm,bf_mm,tw_mm,Ix_mm4,Zx_mm3,Sx_mm3,rx_mm,Iy_mm4,Zy_mm3,Sy_mm3,ry_mm,Av_mm2,shape_family,section_designation,mass_kg_m,tf_mm,r_mm,d_between_fillets_mm,A_cm2
beam,aisc_w1000x591,steel_section,W1000X591,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.341864,,3.412073,1.341864,0.101706,,2140.5838580474565,10177.5,6421.7515741423695,L/360,29.325985303633765,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.812675,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X591,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,75500.0,1040.0,409.0,31.0,13300000000.0,29500000.0,25600000.0,422.0,641000000.0,4920000.0,3130000.0,92.5,32240.0,,,,,,,
beam,aisc_w1000x554,steel_section,W1000X554,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.341864,,3.379265,1.341864,0.096785,,2017.4206118725797,9487.5,6052.261835617739,L/360,28.571767191753935,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.764238,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X554,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,71000.0,1030.0,409.0,29.5,12300000000.0,27500000.0,23900000.0,419.0,591000000.0,4540000.0,2900000.0,91.4,30385.0,,,,,,,
beam,aisc_w1000x539,steel_section,W1000X539,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.332021,,3.379265,1.332021,0.093176,,1942.1947585485175,9280.5,5826.584275645552,L/360,28.33756184486961,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.736251,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X539,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,68400.0,1030.0,406.0,28.4,12000000000.0,26900000.0,23300000.0,419.0,574000000.0,4420000.0,2830000.0,91.4,29252.0,,,,,,,
beam,aisc_w1000x483,steel_section,W1000X483,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.325459,,3.346457,1.325459,0.083333,,1720.1689390289548,8245.5,5160.506817086864,L/360,27.274909913857893,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.66198,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X483,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,61500.0,1020.0,404.0,25.4,10700000000.0,23900000.0,21000000.0,417.0,508000000.0,3920000.0,2510000.0,90.9,25908.0,,,,,,,
beam,aisc_w1000x443,steel_section,W1000X443,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,,3.313648,1.315617,0.077428,,1582.5979168864508,7521.0,4747.793750659353,L/360,26.36095305727145,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.606008,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X443,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,56300.0,1010.0,401.0,23.6,9660000000.0,21800000.0,19200000.0,414.0,454000000.0,3520000.0,2260000.0,89.9,23836.0,,,,,,,
beam,aisc_w1000x412,steel_section,W1000X412,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,,3.313648,1.315617,0.069226,,1414.9498324705135,7072.5,4244.84949741154,L/360,25.86030712447934,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.566182,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X412,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,52600.0,1010.0,401.0,21.1,9120000000.0,20500000.0,18000000.0,417.0,433000000.0,3340000.0,2160000.0,90.9,21311.0,,,,,,,
beam,aisc_w1000x371,steel_section,W1000X371,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,,3.28084,1.315617,0.062664,,1268.149866275013,6348.0,3804.449598825039,L/360,24.919086551228038,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.510209,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X371,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,47400.0,1000.0,401.0,19.1,8160000000.0,18400000.0,16300000.0,414.0,385000000.0,2980000.0,1930000.0,90.2,19100.0,,,,,,,
beam,aisc_w1000x321,steel_section,W1000X321,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,,3.251312,1.315617,0.054134,,1085.662436565229,5451.0,3256.987309695687,L/360,23.62093042817322,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.44132,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X321,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,41000.0,991.0,401.0,16.5,6950000000.0,15800000.0,14100000.0,411.0,334000000.0,2560000.0,1660000.0,89.9,16351.5,,,,,,,
beam,aisc_w1000x296,steel_section,W1000X296,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,,3.225066,1.315617,0.054134,,1076.8982594789306,4899.0,3230.6947784367917,L/360,22.738717288750916,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.407952,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X296,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,37900.0,983.0,401.0,16.5,6200000000.0,14200000.0,12600000.0,406.0,289000000.0,2250000.0,1450000.0,87.6,16219.5,,,,,,,
beam,aisc_w1000x584,steel_section,W1000X584,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.033465,,3.47769,1.033465,0.118438,,2146.6666666666665,9660.0,7622.045463279525,L/360,28.648988559705753,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.80514,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X584,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,74800.0,1060.0,315.0,36.1,12400000000.0,28000000.0,23600000.0,409.0,334000000.0,3470000.0,2130000.0,67.1,38266.0,,,,,,,
beam,aisc_w1000x494,steel_section,W1000X494,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.01706,,3.412073,1.01706,0.101706,,1794.0,8073.0,6421.7515741423695,L/360,26.930710241332278,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.678126,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X494,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,63000.0,1040.0,310.0,31.0,10300000000.0,23400000.0,19800000.0,404.0,268000000.0,2820000.0,1740000.0,65.3,32240.0,,,,,,,
beam,aisc_w1000x486,steel_section,W1000X486,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.007218,,3.412073,1.007218,0.098425,,1771.0,7969.5,6214.598297557132,L/360,26.84327225493633,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.666286,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X486,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,61900.0,1040.0,307.0,30.0,10200000000.0,23100000.0,19700000.0,406.0,266000000.0,2790000.0,1720000.0,65.5,31200.0,,,,,,,
beam,aisc_w1000x438,steel_section,W1000X438,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.000656,,3.379265,1.000656,0.088255,,1594.6666666666667,7176.0,5518.842148410751,L/360,25.86030712447934,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.598473,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X438,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,55600.0,1030.0,305.0,26.9,9120000000.0,20800000.0,17700000.0,404.0,234000000.0,2460000.0,1530000.0,64.8,27707.0,,,,,,,
beam,aisc_w1000x415,steel_section,W1000X415,,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.000656,,3.346457,1.000656,0.085958,,1495.0,6727.5,5323.042464869129,L/360,25.29016964994583,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,True,0.0,0.571564,0.0,0.0,0.0,aisc_beam_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel beam capacity basis (AISC): simply supported UDL; reference span=6 m; reference area load=7.5 kPa over tributary width=3 m; deflection=L/360; default fy=AISC 345.0 MPa; output units=kN/m, kN, kN·m, m. load_capacity = governing reference line-load capacity at the reference span; max_span = governing span under the reference line load.",W1000X415,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,53100.0,1020.0,305.0,26.2,8530000000.0,19500000.0,16700000.0,401.0,217000000.0,2290000.0,1430000.0,64.0,26724.0,,,,,,,
