component,column_system_id,column_category,column_type,manufacturer,material_family,construction_method,section_type,column_role,unit,column_height,column_width,column_depth,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_beam_types,supports_low_rise,supports_mid_rise,supports_high_rise,concrete_volume,steel_volume,fireproofing_volume,rebar_volume,pt_volume,timber_volume,source,notes
column,aisc_w1000x554,steel_section,W1000X554,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.341864,3.379265,22045.5,1566.3,14.697,38.29321663019694,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.764238,0.152848,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x539,steel_section,W1000X539,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.332021,3.379265,21238.2,1524.9,14.1588,38.29321663019694,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.736251,0.14725,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x483,steel_section,W1000X483,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.325459,3.346457,19095.75,1352.4,12.7305,38.503850385038504,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.66198,0.132396,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x443,steel_section,W1000X443,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,3.313648,17481.15,1214.4,11.6541,38.93214683,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.606008,0.121202,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x412,steel_section,W1000X412,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,3.313648,16332.3,1152.3,10.8882,38.503850385038504,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.566182,0.113236,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x371,steel_section,W1000X371,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,3.28084,14717.7,1028.1,9.8118,38.80266075388027,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.510209,0.102042,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x321,steel_section,W1000X321,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,3.251312,12730.5,883.2,8.487,38.93214683,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.44132,0.088264,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x296,steel_section,W1000X296,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.315617,3.225066,11767.95,776.25,7.845300000000001,39.95433789954338,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.407952,0.08159,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x584,steel_section,W1000X584,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.033465,3.47769,23225.4,1197.15,15.4836,52.16095380029807,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.80514,0.161028,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x494,steel_section,W1000X494,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.01706,3.412073,19561.5,972.9,13.041,53.59877488514549,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.678126,0.135625,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x486,steel_section,W1000X486,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.007218,3.412073,19219.95,962.55,12.8133,53.43511450381679,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.666286,0.133257,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x438,steel_section,W1000X438,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.000656,3.379265,17263.8,848.7,11.5092,54.01234567901235,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.598473,0.119695,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x415,steel_section,W1000X415,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.000656,3.346457,16487.55,790.05,10.9917,54.6875,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.571564,0.114313,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x393,steel_section,W1000X393,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.990814,3.346457,15493.95,745.2,10.3293,54.6875,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.537119,0.107424,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x350,steel_section,W1000X350,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.990814,3.313648,13848.3,665.85,9.2322,54.263565891472865,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.48007,0.096014,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x314,steel_section,W1000X314,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.984252,3.28084,12451.05,593.4,8.3007,54.85893416927899,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.431633,0.086327,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x272,steel_section,W1000X272,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.984252,3.251312,10681.2,500.25,7.120800000000001,55.37974683544304,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.370279,0.074056,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x249,steel_section,W1000X249,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.984252,3.215223,9873.9,431.25,6.582599999999999,57.377049180327866,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.342292,0.068458,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w1000x222,steel_section,W1000X222,AISC,steel,hot_rolled,W,rolled_i_section,ft,,0.984252,3.182415,8787.15,351.9,5.858099999999999,60.13745704467354,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.304619,0.060924,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x1377,steel_section,W920X1377,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.548556,3.576115,54337.5,4864.5,36.225,32.407407407407405,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.883684,0.376737,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x1269,steel_section,W920X1269,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.515748,3.576115,50301.0,4554.0,33.534,32.11009174311926,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.743753,0.348751,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x1194,steel_section,W920X1194,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.499344,3.543307,47196.0,4209.0,31.464,32.71028037383178,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.636114,0.327223,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x1077,steel_section,W920X1077,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.48294,3.47769,42538.5,3726.0,28.359,33.01886792,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.474656,0.294931,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x970,steel_section,W920X970,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.466535,3.412073,38502.0,3284.4,25.668,33.65384615384615,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.334725,0.266945,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x787,steel_section,W920X787,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.433727,3.313648,31360.5,2566.8,20.907,34.31372549019608,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,1.087155,0.217431,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x725,steel_section,W920X725,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.423885,3.274278,28659.15,2328.75,19.1061,34.65346534653465,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.993509,0.198702,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x656,steel_section,W920X656,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.417323,3.24147,26050.95,2080.35,17.3673,35.140562248995984,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.903092,0.180618,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x588,steel_section,W920X588,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.400919,3.198819,23225.4,1838.85,15.4836,35.496957403651116,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.80514,0.161028,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x537,steel_section,W920X537,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.391076,3.16601,21238.2,1656.0,14.1588,35.787321063394685,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.736251,0.14725,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x491,steel_section,W920X491,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.384514,3.143045,19406.25,1497.3,12.9375,35.97122302158274,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.672744,0.134549,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x449,steel_section,W920X449,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.391076,3.106955,17822.7,1362.75,11.8818,36.08247422680412,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.617848,0.12357,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x420,steel_section,W920X420,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.384514,3.090551,16611.75,1259.25,11.0745,36.26943005181347,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.575869,0.115174,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x390,steel_section,W920X390,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.384514,3.074147,15462.9,1152.3,10.3086,36.64921465968586,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.536043,0.107209,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x368,steel_section,W920X368,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.374672,3.057743,14531.4,1072.95,9.6876,36.84210526,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.503751,0.10075,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x344,steel_section,W920X344,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.374672,3.041339,13662.0,993.6,9.108,37.15498938428875,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.473612,0.094722,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x576,steel_section,W920X576,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.059711,3.257874,22821.75,1266.15,15.2145,49.57507082152975,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.791147,0.158229,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x521,steel_section,W920X521,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.049869,3.215223,20648.25,1124.7,13.7655,50.07153075822603,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.7158,0.14316,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x474,steel_section,W920X474,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.033465,3.182415,18723.15,993.6,12.4821,51.02040816326531,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.649064,0.129813,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x425,steel_section,W920X425,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.023622,3.149606,16798.05,883.2,11.1987,51.39500734214391,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.582328,0.116466,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x381,steel_section,W920X381,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.01706,3.120079,15090.3,776.25,10.0602,52.00594353640416,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.523126,0.104625,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_w920x345,steel_section,W920X345,AISC,steel,hot_rolled,W,rolled_i_section,ft,,1.007218,3.093832,13630.95,690.0,9.0873,52.63157894736842,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.472536,0.094507,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
