system_variant,system_family,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,steel_volume,timber_volume,material_concrete_id,material_pt_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,source,notes,span_evaluated_m,carbon_total_kgCO2,carbon_per_m2,cost_total,cost_per_m2,_carbon_breakdown,evaluated_span_m,type,category
TR60_normal_weight_131,TR60_normal_weight,0.17,0.0012,,,,3.961,7.5,2.788,0.17708333,0.085,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR2.0_SD170_MA252_G1.2,,,0.0,1365.095749826,1365.095749826,21.250021256045002,21.250021256045002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.17708333, 'qty_kg': 424.999992, 'a1a3': 5.843749890000001, 'a4': 1.274999976, 'a5': 2.1249999600000002, 'total': 9.243749826000002, 'cost': 21.249999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.085, 'qty_kg': 667.25, 'a1a3': 1334.5, 'a4': 8.007, 'a5': 13.345, 'total': 1355.852, 'cost': 2.1656045e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_132,TR60_normal_weight,0.17,0.0012,,,,3.961,10.0,2.531,0.17708333,0.085,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR2.0_SD170_MA252_G1.2,,,0.0,1365.095749826,1365.095749826,21.250021256045002,21.250021256045002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.17708333, 'qty_kg': 424.999992, 'a1a3': 5.843749890000001, 'a4': 1.274999976, 'a5': 2.1249999600000002, 'total': 9.243749826000002, 'cost': 21.249999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.085, 'qty_kg': 667.25, 'a1a3': 1334.5, 'a4': 8.007, 'a5': 13.345, 'total': 1355.852, 'cost': 2.1656045e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_142,TR60_normal_weight,0.2,0.0012,,,,3.961,5.0,3.602,0.20833333,0.1,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR2.0_SD200_MA393_G1.2,,,0.0,1605.9949998260001,1605.9949998260001,25.000025077700002,25.000025077700002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.20833333, 'qty_kg': 499.999992, 'a1a3': 6.874999890000001, 'a4': 1.499999976, 'a5': 2.4999999600000002, 'total': 10.874999826000002, 'cost': 24.999999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.1, 'qty_kg': 785.0, 'a1a3': 1570.0, 'a4': 9.42, 'a5': 15.700000000000001, 'total': 1595.1200000000001, 'cost': 2.54777e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_143,TR60_normal_weight,0.2,0.0012,,,,3.961,7.5,3.407,0.20833333,0.1,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR2.0_SD200_MA393_G1.2,,,0.0,1605.9949998260001,1605.9949998260001,25.000025077700002,25.000025077700002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.20833333, 'qty_kg': 499.999992, 'a1a3': 6.874999890000001, 'a4': 1.499999976, 'a5': 2.4999999600000002, 'total': 10.874999826000002, 'cost': 24.999999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.1, 'qty_kg': 785.0, 'a1a3': 1570.0, 'a4': 9.42, 'a5': 15.700000000000001, 'total': 1595.1200000000001, 'cost': 2.54777e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_144,TR60_normal_weight,0.2,0.0012,,,,3.961,10.0,3.116,0.20833333,0.1,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR2.0_SD200_MA393_G1.2,,,0.0,1605.9949998260001,1605.9949998260001,25.000025077700002,25.000025077700002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.20833333, 'qty_kg': 499.999992, 'a1a3': 6.874999890000001, 'a4': 1.499999976, 'a5': 2.4999999600000002, 'total': 10.874999826000002, 'cost': 24.999999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.1, 'qty_kg': 785.0, 'a1a3': 1570.0, 'a4': 9.42, 'a5': 15.700000000000001, 'total': 1595.1200000000001, 'cost': 2.54777e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_154,TR60_normal_weight,0.13,0.0012,,,,3.961,5.0,4.238,0.13541667,0.065,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD130_MHE1/50*_G1.2,,,0.0,1043.8967501739999,1043.8967501739999,16.250016960504997,16.250016960504997,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.13541667, 'qty_kg': 325.000008, 'a1a3': 4.468750109999999, 'a4': 0.9750000239999999, 'a5': 1.62500004, 'total': 7.068750173999999, 'cost': 16.250000399999998}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.065, 'qty_kg': 510.25, 'a1a3': 1020.5, 'a4': 6.122999999999999, 'a5': 10.205, 'total': 1036.828, 'cost': 1.6560505e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_155,TR60_normal_weight,0.13,0.0012,,,,3.961,7.5,3.32,0.13541667,0.065,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD130_MHE1/50*_G1.2,,,0.0,1043.8967501739999,1043.8967501739999,16.250016960504997,16.250016960504997,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.13541667, 'qty_kg': 325.000008, 'a1a3': 4.468750109999999, 'a4': 0.9750000239999999, 'a5': 1.62500004, 'total': 7.068750173999999, 'cost': 16.250000399999998}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.065, 'qty_kg': 510.25, 'a1a3': 1020.5, 'a4': 6.122999999999999, 'a5': 10.205, 'total': 1036.828, 'cost': 1.6560505e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_156,TR60_normal_weight,0.13,0.0012,,,,3.961,10.0,3.0,0.13541667,0.065,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD130_MHE1/50*_G1.2,,,0.0,1043.8967501739999,1043.8967501739999,16.250016960504997,16.250016960504997,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.13541667, 'qty_kg': 325.000008, 'a1a3': 4.468750109999999, 'a4': 0.9750000239999999, 'a5': 1.62500004, 'total': 7.068750173999999, 'cost': 16.250000399999998}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.065, 'qty_kg': 510.25, 'a1a3': 1020.5, 'a4': 6.122999999999999, 'a5': 10.205, 'total': 1036.828, 'cost': 1.6560505e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_166,TR60_normal_weight,0.15,0.0012,,,,3.961,5.0,3.996,0.15625,0.075,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD150_MHE1/50*_G1.2,,,0.0,1204.4962500000001,1204.4962500000001,18.750019108275,18.750019108275,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.15625, 'qty_kg': 375.0, 'a1a3': 5.15625, 'a4': 1.125, 'a5': 1.875, 'total': 8.15625, 'cost': 18.75}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.075, 'qty_kg': 588.75, 'a1a3': 1177.5, 'a4': 7.0649999999999995, 'a5': 11.775, 'total': 1196.3400000000001, 'cost': 1.9108274999999996e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_167,TR60_normal_weight,0.15,0.0012,,,,3.961,7.5,3.75,0.15625,0.075,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD150_MHE1/50*_G1.2,,,0.0,1204.4962500000001,1204.4962500000001,18.750019108275,18.750019108275,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.15625, 'qty_kg': 375.0, 'a1a3': 5.15625, 'a4': 1.125, 'a5': 1.875, 'total': 8.15625, 'cost': 18.75}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.075, 'qty_kg': 588.75, 'a1a3': 1177.5, 'a4': 7.0649999999999995, 'a5': 11.775, 'total': 1196.3400000000001, 'cost': 1.9108274999999996e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_168,TR60_normal_weight,0.15,0.0012,,,,3.961,10.0,3.4,0.15625,0.075,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD150_MHE1/50*_G1.2,,,0.0,1204.4962500000001,1204.4962500000001,18.750019108275,18.750019108275,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.15625, 'qty_kg': 375.0, 'a1a3': 5.15625, 'a4': 1.125, 'a5': 1.875, 'total': 8.15625, 'cost': 18.75}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.075, 'qty_kg': 588.75, 'a1a3': 1177.5, 'a4': 7.0649999999999995, 'a5': 11.775, 'total': 1196.3400000000001, 'cost': 1.9108274999999996e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
TR60_normal_weight_178,TR60_normal_weight,0.2,0.0012,,,,3.961,5.0,3.602,0.20833333,0.1,,concrete,,eu_steel_1.2,,,SMD_TR60_double_FR1.0_SD200_MHE1/50*_G1.2,,,0.0,1605.9949998260001,1605.9949998260001,25.000025077700002,25.000025077700002,"[{'material_id': 'concrete', 'category': 'concrete', 'qty_m3': 0.20833333, 'qty_kg': 499.999992, 'a1a3': 6.874999890000001, 'a4': 1.499999976, 'a5': 2.4999999600000002, 'total': 10.874999826000002, 'cost': 24.999999600000002}, {'material_id': 'eu_steel_1.2', 'category': 'steel_m3', 'qty_m3': 0.1, 'qty_kg': 785.0, 'a1a3': 1570.0, 'a4': 9.42, 'a5': 15.700000000000001, 'total': 1595.1200000000001, 'cost': 2.54777e-05}, {'material_id': 'timber', 'category': 'timber', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}, {'material_id': 'screed', 'category': 'concrete', 'qty_m3': 0.0, 'qty_kg': 0.0, 'a1a3': 0.0, 'a4': 0.0, 'a5': 0.0, 'total': 0.0, 'cost': 0.0}]",0.0,composite_deck,composite
