lateral_variant_id,lateral_family_id,wall_thickness,frame_depth,bay_width_default,core_area_ratio_default,core_perimeter_ratio_default,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,lateral_type_detail,fire_rating_variant,concrete_volume,steel_volume,rebar_volume,timber_volume,material_concrete_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,source,notes
ec_shear_wall_200x2500_11,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_12,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_13,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_14,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_15,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_16,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_17,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_18,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_19,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_20,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_21,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_22,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_23,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_24,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_25,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_26,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_27,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.003,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_28,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_29,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_30,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_31,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_32,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_33,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_34,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_35,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_36,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_37,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_38,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_39,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_40,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_41,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_42,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_43,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_44,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_45,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_46,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_47,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_48,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_49,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_50,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_51,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_52,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_53,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_54,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.0035,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_55,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_56,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_57,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_58,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_59,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_60,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_61,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_62,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_63,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_64,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_65,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_66,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_67,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_68,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_69,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_70,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_71,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_72,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_73,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_74,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_75,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_76,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_77,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_78,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_79,ec_shear_wall_200x2500,200,,2500,,,,200,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_80,ec_shear_wall_200x2500,200,,2500,,,,350,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_200x2500_81,ec_shear_wall_200x2500,200,,2500,,,,500,,,shear_wall,,0.5,,0.004,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_1,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_2,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_3,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_4,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_5,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_6,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_7,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_8,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_9,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_10,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_11,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_12,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_13,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_14,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_15,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_16,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_17,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_18,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_19,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_20,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_21,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_22,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_23,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_24,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_25,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_26,ec_shear_wall_250x3000,250,,3000,,,,500,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_27,ec_shear_wall_250x3000,250,,3000,,,,700,,,shear_wall,,0.75,,0.0045,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_shear_wall_250x3000_28,ec_shear_wall_250x3000,250,,3000,,,,300,,,shear_wall,,0.75,,0.00525,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
