column_family_id,component,column_category,column_type,manufacturer,material_family,construction_method,section_type,column_role,unit,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_beam_types,supports_low_rise,supports_mid_rise,supports_high_rise,source,notes
aisc_w1000x222,column,steel_section,W1000X222,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x1377,column,steel_section,W920X1377,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x1269,column,steel_section,W920X1269,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x1194,column,steel_section,W920X1194,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x1077,column,steel_section,W920X1077,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x970,column,steel_section,W920X970,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x787,column,steel_section,W920X787,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x725,column,steel_section,W920X725,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x656,column,steel_section,W920X656,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x588,column,steel_section,W920X588,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x537,column,steel_section,W920X537,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x491,column,steel_section,W920X491,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x449,column,steel_section,W920X449,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x420,column,steel_section,W920X420,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x390,column,steel_section,W920X390,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x368,column,steel_section,W920X368,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x344,column,steel_section,W920X344,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x576,column,steel_section,W920X576,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x521,column,steel_section,W920X521,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x474,column,steel_section,W920X474,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x425,column,steel_section,W920X425,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x381,column,steel_section,W920X381,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x345,column,steel_section,W920X345,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x313,column,steel_section,W920X313,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x289,column,steel_section,W920X289,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x271,column,steel_section,W920X271,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x253,column,steel_section,W920X253,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x238,column,steel_section,W920X238,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x223,column,steel_section,W920X223,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w920x201,column,steel_section,W920X201,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x576,column,steel_section,W840X576,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x527,column,steel_section,W840X527,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x473,column,steel_section,W840X473,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x433,column,steel_section,W840X433,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x392,column,steel_section,W840X392,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x359,column,steel_section,W840X359,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x329,column,steel_section,W840X329,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x299,column,steel_section,W840X299,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x251,column,steel_section,W840X251,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
aisc_w840x226,column,steel_section,W840X226,AISC,steel,hot_rolled,W,rolled_i_section,ft,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
